Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,STAFF-2325,2325.0,Female,Manager,Divorced,No,Y,6.0,-2.0,0.0,58.0,1.0,245.0,15.0,Master's Degree,1.0,4.0,37.0,3.0,1.0,2.0,12287.0,24029.0,2.0,25.0,3.0,1.0,80.0,1.0,23.0,2.0,10.0,2.0,8.0,5.0
No,Travel_Rarely,Over 55,Current Employees,HR,Life Sciences,STAFF-2326,2326.0,Female,Laboratory Technician,Divorced,No,Y,6.0,-2.0,0.0,59.0,0.0,335.0,8.0,Associates Degree,1.0,4.0,69.0,2.0,2.0,3.0,2840.0,3915.0,8.0,17.0,4.0,1.0,80.0,1.0,16.0,4.0,0.0,11.0,3.0,16.0
No,Non-Travel,25 - 34,Current Employees,HR,Medical,STAFF-2327,2327.0,Male,Manager,Divorced,No,Y,4.0,-2.0,0.0,33.0,0.0,1360.0,16.0,Master's Degree,1.0,4.0,81.0,1.0,5.0,2.0,11013.0,2639.0,5.0,20.0,3.0,2.0,80.0,1.0,39.0,2.0,34.0,9.0,1.0,8.0
No,Travel_Frequently,Under 25,Current Employees,Sales,Life Sciences,STAFF-2328,2328.0,Male,Manufacturing Director,Divorced,Yes,Y,6.0,-2.0,0.0,22.0,1.0,394.0,22.0,High School,1.0,3.0,36.0,2.0,2.0,1.0,1714.0,20902.0,3.0,25.0,3.0,1.0,80.0,1.0,4.0,1.0,35.0,9.0,2.0,13.0
No,Travel_Frequently,Under 25,Current Employees,HR,Human Resources,STAFF-2329,2329.0,Male,Healthcare Representative,Divorced,Yes,Y,6.0,-2.0,0.0,22.0,1.0,1012.0,19.0,Associates Degree,1.0,4.0,79.0,2.0,5.0,3.0,1128.0,8263.0,5.0,19.0,4.0,4.0,80.0,1.0,22.0,1.0,13.0,7.0,9.0,16.0
No,Non-Travel,Under 25,Current Employees,Sales,Marketing,STAFF-2330,2330.0,Female,Laboratory Technician,Single,No,Y,6.0,-2.0,0.0,19.0,1.0,496.0,4.0,High School,1.0,4.0,42.0,4.0,2.0,4.0,17135.0,7193.0,2.0,22.0,4.0,4.0,80.0,1.0,39.0,4.0,12.0,0.0,2.0,1.0
No,Non-Travel,35 - 44,Current Employees,HR,Marketing,STAFF-2331,2331.0,Male,Laboratory Technician,Married,No,Y,5.0,-2.0,0.0,40.0,1.0,1475.0,2.0,Associates Degree,1.0,1.0,88.0,4.0,4.0,1.0,6446.0,26641.0,2.0,17.0,3.0,2.0,80.0,1.0,25.0,2.0,27.0,6.0,15.0,3.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Other,STAFF-2332,2332.0,Female,Human Resources,Single,Yes,Y,4.0,-2.0,0.0,30.0,1.0,307.0,11.0,High School,1.0,2.0,34.0,3.0,3.0,3.0,9545.0,20897.0,7.0,14.0,3.0,4.0,80.0,1.0,23.0,3.0,10.0,10.0,11.0,16.0
No,Non-Travel,35 - 44,Current Employees,Sales,Human Resources,STAFF-2333,2333.0,Male,Research Scientist,Single,No,Y,6.0,-2.0,0.0,36.0,1.0,194.0,10.0,Doctoral Degree,1.0,3.0,48.0,4.0,2.0,2.0,13285.0,26809.0,9.0,23.0,3.0,1.0,80.0,0.0,28.0,2.0,26.0,14.0,14.0,11.0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Technical Degree,STAFF-2334,2334.0,Male,Healthcare Representative,Divorced,Yes,Y,5.0,-2.0,0.0,46.0,1.0,624.0,28.0,Doctoral Degree,1.0,4.0,77.0,4.0,4.0,3.0,5337.0,6749.0,4.0,13.0,3.0,1.0,80.0,0.0,28.0,3.0,39.0,16.0,4.0,5.0
No,Travel_Frequently,Under 25,Current Employees,HR,Other,STAFF-2335,2335.0,Male,Manager,Married,Yes,Y,3.0,-2.0,0.0,18.0,1.0,1047.0,12.0,Associates Degree,1.0,3.0,56.0,2.0,5.0,3.0,3674.0,8112.0,6.0,12.0,4.0,1.0,80.0,0.0,31.0,2.0,24.0,11.0,15.0,2.0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-2336,2336.0,Male,Laboratory Technician,Single,Yes,Y,4.0,-2.0,0.0,35.0,1.0,760.0,17.0,Master's Degree,1.0,3.0,59.0,1.0,2.0,4.0,16553.0,25112.0,0.0,15.0,3.0,3.0,80.0,3.0,17.0,4.0,13.0,13.0,12.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2337,2337.0,Male,Research Director,Married,Yes,Y,0.0,-2.0,0.0,26.0,1.0,322.0,14.0,High School,1.0,2.0,38.0,4.0,5.0,3.0,3319.0,5835.0,5.0,12.0,4.0,2.0,80.0,3.0,13.0,1.0,24.0,12.0,12.0,4.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-2338,2338.0,Male,Sales Representative,Single,Yes,Y,6.0,-2.0,0.0,29.0,1.0,1074.0,10.0,Doctoral Degree,1.0,2.0,43.0,1.0,2.0,3.0,17248.0,10592.0,8.0,25.0,4.0,1.0,80.0,2.0,24.0,3.0,25.0,7.0,1.0,15.0
No,Non-Travel,25 - 34,Current Employees,HR,Technical Degree,STAFF-2339,2339.0,Male,Human Resources,Married,Yes,Y,2.0,-2.0,0.0,27.0,1.0,402.0,2.0,High School,1.0,2.0,67.0,3.0,3.0,2.0,18390.0,18883.0,7.0,11.0,4.0,4.0,80.0,2.0,16.0,4.0,17.0,2.0,7.0,5.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,STAFF-2340,2340.0,Female,Sales Executive,Single,No,Y,0.0,-2.0,0.0,19.0,1.0,906.0,24.0,Master's Degree,1.0,4.0,91.0,1.0,2.0,1.0,3478.0,14562.0,1.0,24.0,4.0,2.0,80.0,3.0,38.0,3.0,22.0,8.0,14.0,11.0
No,Non-Travel,Under 25,Current Employees,R&D,Other,STAFF-2341,2341.0,Male,Research Director,Married,Yes,Y,2.0,-2.0,0.0,18.0,1.0,233.0,17.0,Doctoral Degree,1.0,2.0,41.0,1.0,4.0,3.0,14066.0,8097.0,0.0,23.0,3.0,1.0,80.0,3.0,25.0,4.0,38.0,5.0,12.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Non-Travel,35 - 44,Current Employees,HR,Life Sciences,STAFF-2342,2342.0,Male,Healthcare Representative,Single,Yes,Y,0.0,-2.0,0.0,40.0,1.0,486.0,4.0,Associates Degree,1.0,4.0,77.0,3.0,5.0,1.0,18182.0,25374.0,6.0,22.0,3.0,3.0,80.0,0.0,20.0,3.0,4.0,7.0,1.0,16.0
No,Non-Travel,25 - 34,Current Employees,R&D,Marketing,STAFF-2343,2343.0,Male,Research Director,Married,Yes,Y,5.0,-2.0,0.0,30.0,1.0,283.0,17.0,Associates Degree,1.0,2.0,34.0,3.0,4.0,2.0,15663.0,2800.0,3.0,21.0,4.0,3.0,80.0,0.0,29.0,2.0,29.0,4.0,9.0,12.0
No,Non-Travel,25 - 34,Current Employees,Sales,Technical Degree,STAFF-2344,2344.0,Male,Manager,Married,No,Y,6.0,-2.0,0.0,28.0,1.0,112.0,14.0,Associates Degree,1.0,4.0,62.0,1.0,1.0,4.0,7888.0,16887.0,2.0,25.0,4.0,3.0,80.0,2.0,31.0,2.0,35.0,7.0,14.0,6.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-2345,2345.0,Female,Manufacturing Director,Married,Yes,Y,4.0,-2.0,0.0,39.0,1.0,362.0,27.0,Doctoral Degree,1.0,3.0,67.0,,1.0,4.0,8886.0,4639.0,1.0,18.0,4.0,1.0,80.0,3.0,14.0,2.0,9.0,0.0,14.0,8.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Human Resources,STAFF-2346,2346.0,Male,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,27.0,1.0,1199.0,14.0,Doctoral Degree,1.0,4.0,97.0,4.0,2.0,4.0,2728.0,7862.0,2.0,20.0,3.0,4.0,80.0,2.0,18.0,2.0,1.0,8.0,3.0,4.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-2347,2347.0,Male,Manager,Married,No,Y,5.0,-2.0,0.0,26.0,1.0,1469.0,14.0,Doctoral Degree,1.0,2.0,40.0,1.0,1.0,4.0,17034.0,15443.0,2.0,13.0,4.0,1.0,80.0,2.0,4.0,2.0,23.0,10.0,8.0,0.0
No,Travel_Rarely,Over 55,Current Employees,HR,Medical,STAFF-2348,2348.0,Male,Sales Representative,Single,No,Y,3.0,-2.0,0.0,55.0,1.0,777.0,12.0,Master's Degree,1.0,2.0,58.0,4.0,3.0,1.0,4363.0,6568.0,5.0,20.0,3.0,2.0,80.0,0.0,37.0,4.0,17.0,16.0,9.0,9.0
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2349,2349.0,Female,Human Resources,Married,No,Y,1.0,-2.0,0.0,26.0,1.0,503.0,11.0,Associates Degree,1.0,1.0,82.0,4.0,3.0,3.0,3637.0,5545.0,9.0,23.0,4.0,2.0,80.0,3.0,38.0,3.0,3.0,15.0,11.0,9.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Medical,STAFF-2350,2350.0,Female,Research Director,Divorced,Yes,Y,6.0,-2.0,0.0,23.0,1.0,1031.0,21.0,Associates Degree,1.0,1.0,51.0,3.0,1.0,2.0,14270.0,15303.0,7.0,24.0,4.0,2.0,80.0,1.0,38.0,3.0,33.0,3.0,12.0,9.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Other,STAFF-2351,2351.0,Female,Healthcare Representative,Single,Yes,Y,3.0,-2.0,0.0,25.0,1.0,1124.0,13.0,Bachelor's Degree,1.0,4.0,77.0,1.0,5.0,1.0,17012.0,9512.0,9.0,20.0,3.0,2.0,80.0,2.0,30.0,3.0,24.0,15.0,3.0,16.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Technical Degree,STAFF-2352,2352.0,Male,Sales Representative,Divorced,Yes,Y,1.0,-2.0,0.0,28.0,1.0,592.0,21.0,High School,1.0,3.0,75.0,2.0,4.0,3.0,2913.0,7363.0,8.0,13.0,4.0,4.0,80.0,3.0,16.0,4.0,5.0,13.0,1.0,16.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2353,2353.0,Male,Laboratory Technician,Single,No,Y,5.0,-2.0,0.0,30.0,0.0,180.0,12.0,Doctoral Degree,1.0,3.0,98.0,4.0,3.0,2.0,3651.0,9671.0,9.0,11.0,3.0,3.0,80.0,3.0,19.0,3.0,22.0,4.0,11.0,15.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2354,2354.0,Male,Sales Representative,Married,Yes,Y,4.0,-2.0,0.0,31.0,1.0,1118.0,19.0,High School,1.0,2.0,42.0,2.0,3.0,1.0,1434.0,10235.0,7.0,20.0,4.0,4.0,80.0,0.0,36.0,3.0,0.0,9.0,13.0,12.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Medical,STAFF-2355,2355.0,Female,Research Scientist,Divorced,No,Y,4.0,-2.0,0.0,44.0,0.0,1122.0,14.0,Associates Degree,1.0,3.0,91.0,4.0,5.0,2.0,6568.0,8020.0,5.0,14.0,4.0,3.0,80.0,3.0,39.0,4.0,34.0,8.0,2.0,12.0
No,Non-Travel,25 - 34,Current Employees,HR,Medical,STAFF-2356,2356.0,Male,Research Director,Married,Yes,Y,6.0,-2.0,0.0,31.0,1.0,325.0,28.0,High School,1.0,4.0,80.0,2.0,1.0,2.0,15802.0,17015.0,7.0,24.0,3.0,2.0,80.0,3.0,31.0,3.0,19.0,12.0,6.0,15.0
No,Non-Travel,25 - 34,Current Employees,HR,Marketing,STAFF-2357,2357.0,Female,Research Director,Single,Yes,Y,5.0,-2.0,0.0,25.0,1.0,1032.0,27.0,Doctoral Degree,1.0,3.0,76.0,1.0,2.0,4.0,14397.0,5232.0,3.0,24.0,3.0,3.0,80.0,0.0,19.0,4.0,8.0,15.0,6.0,7.0
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-2358,2358.0,Female,Manager,Married,Yes,Y,2.0,-2.0,0.0,18.0,0.0,735.0,5.0,High School,1.0,2.0,62.0,4.0,5.0,1.0,9161.0,17812.0,8.0,14.0,3.0,3.0,80.0,3.0,38.0,4.0,36.0,12.0,2.0,5.0
No,Non-Travel,Under 25,Current Employees,HR,Other,STAFF-2359,2359.0,Male,Manufacturing Director,Divorced,No,Y,3.0,-2.0,0.0,20.0,0.0,613.0,11.0,Master's Degree,1.0,1.0,70.0,2.0,4.0,1.0,5082.0,21372.0,9.0,14.0,4.0,4.0,80.0,1.0,37.0,3.0,10.0,12.0,2.0,10.0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-2360,2360.0,Male,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,30.0,1.0,450.0,25.0,Bachelor's Degree,1.0,3.0,74.0,2.0,3.0,1.0,4664.0,17436.0,6.0,11.0,4.0,1.0,80.0,0.0,16.0,1.0,0.0,7.0,4.0,10.0
No,Non-Travel,Under 25,Current Employees,R&D,Technical Degree,STAFF-2361,2361.0,Female,Human Resources,Single,Yes,Y,2.0,-2.0,0.0,21.0,1.0,236.0,26.0,Master's Degree,1.0,2.0,88.0,4.0,3.0,3.0,14388.0,14743.0,3.0,12.0,3.0,3.0,80.0,3.0,11.0,4.0,19.0,14.0,14.0,12.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2362,2362.0,Female,Human Resources,Divorced,Yes,Y,6.0,-2.0,0.0,25.0,1.0,1390.0,10.0,Bachelor's Degree,1.0,4.0,45.0,4.0,1.0,3.0,18090.0,13320.0,8.0,23.0,3.0,2.0,80.0,0.0,,1.0,0.0,0.0,2.0,8.0
No,Non-Travel,Under 25,Current Employees,HR,Medical,STAFF-2363,2363.0,Female,Healthcare Representative,Married,Yes,Y,6.0,-2.0,0.0,23.0,1.0,956.0,14.0,High School,1.0,1.0,38.0,3.0,2.0,2.0,10173.0,6227.0,6.0,19.0,3.0,4.0,80.0,3.0,9.0,4.0,14.0,12.0,1.0,5.0
No,Non-Travel,35 - 44,Current Employees,Sales,Technical Degree,STAFF-2364,2364.0,Male,Healthcare Representative,Divorced,Yes,Y,0.0,-2.0,0.0,40.0,1.0,823.0,6.0,High School,1.0,3.0,73.0,4.0,5.0,2.0,13676.0,15895.0,5.0,23.0,4.0,2.0,80.0,3.0,32.0,2.0,12.0,3.0,5.0,17.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2365,2365.0,Female,Manufacturing Director,Single,No,Y,3.0,-2.0,0.0,29.0,1.0,622.0,12.0,Bachelor's Degree,1.0,1.0,38.0,3.0,4.0,2.0,16875.0,2750.0,0.0,19.0,3.0,4.0,80.0,2.0,28.0,4.0,32.0,14.0,10.0,1.0
No,Non-Travel,Under 25,Current Employees,Sales,Technical Degree,STAFF-2366,2366.0,Male,Research Director,Married,Yes,Y,3.0,-2.0,0.0,24.0,1.0,850.0,22.0,Doctoral Degree,1.0,2.0,99.0,1.0,1.0,2.0,18533.0,22213.0,8.0,24.0,4.0,1.0,80.0,3.0,11.0,2.0,3.0,18.0,15.0,11.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2367,2367.0,Female,Research Director,Married,Yes,Y,1.0,-2.0,0.0,25.0,1.0,276.0,1.0,Master's Degree,1.0,3.0,85.0,1.0,5.0,4.0,17427.0,15776.0,7.0,15.0,3.0,1.0,80.0,0.0,40.0,2.0,15.0,2.0,1.0,10.0
No,Non-Travel,Under 25,Current Employees,HR,Medical,STAFF-2368,2368.0,Female,Manager,Married,Yes,Y,2.0,-2.0,0.0,19.0,0.0,657.0,23.0,Doctoral Degree,1.0,4.0,77.0,4.0,1.0,3.0,5917.0,13420.0,9.0,18.0,3.0,2.0,80.0,0.0,39.0,3.0,23.0,11.0,0.0,3.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Medical,STAFF-2369,2369.0,Female,Manager,Single,Yes,Y,6.0,-2.0,0.0,30.0,1.0,150.0,11.0,Master's Degree,1.0,4.0,50.0,3.0,3.0,2.0,9006.0,13778.0,0.0,16.0,3.0,2.0,80.0,3.0,13.0,1.0,11.0,12.0,7.0,5.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,STAFF-2370,2370.0,Male,Healthcare Representative,Divorced,Yes,Y,0.0,-2.0,0.0,27.0,1.0,528.0,7.0,,1.0,4.0,57.0,2.0,2.0,4.0,9430.0,16301.0,2.0,11.0,3.0,4.0,80.0,2.0,19.0,4.0,31.0,16.0,1.0,3.0
No,Non-Travel,45 - 54,Current Employees,HR,Technical Degree,STAFF-2371,2371.0,Male,Healthcare Representative,Single,Yes,Y,3.0,-2.0,0.0,54.0,1.0,407.0,6.0,Doctoral Degree,1.0,1.0,64.0,4.0,3.0,3.0,2602.0,6696.0,1.0,24.0,4.0,4.0,80.0,1.0,28.0,3.0,21.0,13.0,9.0,15.0
Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Marketing,STAFF-2372,2372.0,Male,Human Resources,Divorced,No,Y,6.0,-2.0,0.0,28.0,1.0,428.0,18.0,High School,1.0,4.0,31.0,2.0,5.0,3.0,1993.0,19776.0,3.0,11.0,3.0,4.0,80.0,1.0,17.0,4.0,39.0,12.0,3.0,2.0
No,Travel_Rarely,Over 55,Current Employees,R&D,Human Resources,STAFF-2373,2373.0,Male,Research Director,Single,Yes,Y,4.0,-2.0,0.0,59.0,1.0,1167.0,3.0,High School,1.0,2.0,57.0,1.0,5.0,1.0,19766.0,15914.0,4.0,17.0,3.0,4.0,80.0,3.0,20.0,2.0,31.0,17.0,0.0,13.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-2374,2374.0,Female,Sales Representative,Divorced,No,Y,3.0,-2.0,0.0,37.0,1.0,1169.0,11.0,Master's Degree,1.0,3.0,35.0,1.0,3.0,3.0,2031.0,2597.0,5.0,21.0,3.0,3.0,80.0,3.0,12.0,2.0,17.0,0.0,3.0,9.0
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-2375,2375.0,Female,Research Scientist,Divorced,No,Y,3.0,-2.0,0.0,20.0,1.0,935.0,16.0,Bachelor's Degree,1.0,1.0,81.0,3.0,4.0,1.0,2356.0,5258.0,7.0,24.0,3.0,3.0,80.0,2.0,19.0,2.0,27.0,17.0,8.0,8.0
No,Non-Travel,Under 25,Current Employees,Sales,Life Sciences,STAFF-2376,2376.0,Male,Healthcare Representative,Divorced,Yes,Y,4.0,-2.0,0.0,24.0,0.0,1014.0,12.0,Master's Degree,1.0,3.0,81.0,3.0,2.0,1.0,13094.0,7421.0,3.0,14.0,3.0,1.0,80.0,0.0,31.0,3.0,3.0,8.0,15.0,6.0
No,Non-Travel,25 - 34,Current Employees,R&D,Other,STAFF-2377,2377.0,Male,Manager,Divorced,Yes,Y,0.0,-2.0,0.0,32.0,1.0,1496.0,22.0,High School,1.0,2.0,67.0,4.0,5.0,3.0,3030.0,8974.0,9.0,17.0,4.0,2.0,80.0,2.0,8.0,1.0,28.0,2.0,1.0,5.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Other,STAFF-2378,2378.0,Female,Laboratory Technician,Single,Yes,Y,2.0,-2.0,0.0,40.0,1.0,617.0,27.0,High School,1.0,2.0,53.0,3.0,5.0,3.0,11788.0,4790.0,9.0,11.0,3.0,2.0,80.0,1.0,28.0,2.0,27.0,6.0,1.0,12.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Human Resources,STAFF-2379,2379.0,Female,Sales Representative,Married,No,Y,3.0,-2.0,0.0,23.0,1.0,359.0,28.0,Doctoral Degree,1.0,3.0,99.0,3.0,1.0,4.0,9150.0,13382.0,5.0,22.0,4.0,3.0,80.0,2.0,1.0,4.0,20.0,1.0,15.0,3.0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Human Resources,STAFF-2380,2380.0,Male,Manufacturing Director,Divorced,No,Y,4.0,-2.0,0.0,20.0,1.0,619.0,24.0,Doctoral Degree,1.0,1.0,82.0,1.0,3.0,4.0,5350.0,20020.0,5.0,24.0,3.0,1.0,80.0,2.0,23.0,3.0,26.0,12.0,4.0,11.0
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,STAFF-2381,2381.0,Male,Human Resources,Divorced,No,Y,6.0,-2.0,0.0,20.0,0.0,398.0,1.0,Associates Degree,1.0,4.0,41.0,2.0,3.0,1.0,14098.0,17660.0,4.0,17.0,3.0,2.0,80.0,2.0,13.0,1.0,11.0,9.0,13.0,14.0
No,Travel_Frequently,Over 55,Current Employees,Sales,Other,STAFF-2382,2382.0,Female,Manufacturing Director,Divorced,Yes,Y,0.0,-2.0,0.0,55.0,1.0,400.0,12.0,Master's Degree,1.0,2.0,84.0,4.0,5.0,3.0,15290.0,17864.0,3.0,13.0,3.0,2.0,80.0,3.0,32.0,3.0,7.0,4.0,12.0,7.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-2383,2383.0,Female,Sales Representative,Married,Yes,Y,3.0,-2.0,0.0,26.0,1.0,335.0,7.0,Master's Degree,1.0,4.0,74.0,2.0,4.0,3.0,5722.0,7507.0,0.0,16.0,4.0,4.0,80.0,2.0,30.0,4.0,5.0,18.0,13.0,1.0
No,Non-Travel,35 - 44,Current Employees,HR,Human Resources,STAFF-2384,2384.0,Female,Manufacturing Director,Single,Yes,Y,1.0,-2.0,0.0,37.0,1.0,834.0,11.0,Doctoral Degree,1.0,2.0,100.0,3.0,4.0,4.0,15211.0,23856.0,4.0,19.0,3.0,4.0,80.0,3.0,38.0,3.0,25.0,7.0,2.0,10.0
No,Travel_Frequently,Under 25,Current Employees,Sales,Other,STAFF-2385,2385.0,Male,Human Resources,Divorced,No,Y,4.0,-2.0,0.0,22.0,1.0,1456.0,28.0,Master's Degree,1.0,3.0,56.0,3.0,3.0,2.0,19453.0,22376.0,5.0,18.0,3.0,3.0,80.0,2.0,2.0,2.0,30.0,9.0,2.0,
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2386,2386.0,Male,Laboratory Technician,Single,Yes,Y,1.0,-2.0,0.0,29.0,1.0,163.0,24.0,Bachelor's Degree,1.0,1.0,92.0,4.0,3.0,2.0,4256.0,19694.0,4.0,23.0,3.0,3.0,80.0,0.0,18.0,1.0,4.0,14.0,9.0,11.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Marketing,STAFF-2387,2387.0,Female,Research Director,Divorced,Yes,Y,6.0,-2.0,0.0,27.0,1.0,218.0,24.0,Master's Degree,1.0,1.0,80.0,2.0,2.0,4.0,6597.0,6896.0,8.0,22.0,4.0,2.0,80.0,1.0,29.0,4.0,21.0,5.0,13.0,1.0
No,Non-Travel,Under 25,Current Employees,HR,Human Resources,STAFF-2388,2388.0,Female,Laboratory Technician,Married,No,Y,6.0,-2.0,0.0,24.0,1.0,500.0,22.0,Doctoral Degree,1.0,1.0,67.0,4.0,3.0,4.0,2082.0,4286.0,4.0,18.0,4.0,4.0,80.0,3.0,26.0,3.0,16.0,18.0,5.0,9.0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Marketing,STAFF-2389,2389.0,Male,Human Resources,Single,Yes,Y,0.0,-2.0,0.0,39.0,1.0,1085.0,5.0,High School,1.0,3.0,89.0,3.0,1.0,3.0,16275.0,17394.0,9.0,15.0,4.0,3.0,80.0,2.0,13.0,3.0,14.0,4.0,4.0,3.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Human Resources,STAFF-2390,2390.0,Female,Manager,Single,No,Y,3.0,-2.0,0.0,31.0,0.0,1452.0,21.0,Bachelor's Degree,1.0,4.0,84.0,3.0,1.0,3.0,3129.0,3087.0,6.0,20.0,4.0,1.0,80.0,0.0,34.0,1.0,9.0,11.0,9.0,2.0
Yes,Travel_Frequently,35 - 44,Ex-Employees,Sales,Life Sciences,STAFF-2391,2391.0,Male,Sales Representative,Married,Yes,Y,1.0,-2.0,0.0,37.0,1.0,214.0,17.0,Master's Degree,1.0,4.0,56.0,4.0,3.0,1.0,7720.0,25699.0,0.0,22.0,4.0,2.0,80.0,1.0,16.0,3.0,25.0,18.0,1.0,3.0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Human Resources,STAFF-2392,2392.0,Male,Sales Representative,Married,Yes,Y,4.0,-2.0,0.0,36.0,1.0,741.0,7.0,Doctoral Degree,1.0,4.0,86.0,2.0,1.0,4.0,9386.0,7494.0,8.0,20.0,3.0,4.0,80.0,3.0,27.0,4.0,31.0,18.0,12.0,12.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2393,2393.0,Male,Sales Representative,Single,Yes,Y,2.0,-2.0,0.0,27.0,1.0,1336.0,22.0,Bachelor's Degree,1.0,2.0,81.0,1.0,3.0,2.0,4763.0,8359.0,9.0,12.0,3.0,2.0,80.0,1.0,3.0,2.0,4.0,13.0,14.0,5.0
No,Travel_Frequently,45 - 54,Current Employees,HR,Marketing,STAFF-2394,2394.0,Male,Healthcare Representative,Married,Yes,Y,5.0,-2.0,0.0,52.0,1.0,265.0,26.0,Associates Degree,1.0,3.0,38.0,3.0,4.0,2.0,6872.0,21529.0,6.0,22.0,4.0,1.0,80.0,0.0,38.0,2.0,0.0,12.0,3.0,14.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Technical Degree,STAFF-2395,2395.0,Female,Laboratory Technician,Single,Yes,Y,4.0,-2.0,0.0,26.0,1.0,1091.0,15.0,Master's Degree,1.0,1.0,41.0,4.0,5.0,4.0,10644.0,17026.0,6.0,13.0,3.0,2.0,80.0,0.0,26.0,4.0,21.0,5.0,2.0,0.0
No,Non-Travel,Under 25,Current Employees,HR,Other,STAFF-2396,2396.0,Female,Laboratory Technician,Married,Yes,Y,4.0,-2.0,0.0,18.0,1.0,997.0,26.0,Bachelor's Degree,1.0,4.0,41.0,2.0,4.0,1.0,,21090.0,7.0,22.0,3.0,2.0,80.0,2.0,18.0,3.0,5.0,15.0,6.0,6.0
No,Non-Travel,25 - 34,Current Employees,HR,Human Resources,STAFF-2397,2397.0,Female,Laboratory Technician,Divorced,Yes,Y,0.0,-2.0,0.0,30.0,1.0,330.0,19.0,High School,1.0,1.0,78.0,3.0,4.0,4.0,12607.0,15816.0,6.0,17.0,3.0,4.0,80.0,2.0,25.0,3.0,12.0,12.0,3.0,1.0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Marketing,STAFF-2398,2398.0,Male,Laboratory Technician,Divorced,Yes,Y,5.0,-2.0,0.0,21.0,1.0,634.0,16.0,Associates Degree,1.0,3.0,42.0,1.0,5.0,3.0,8241.0,13145.0,6.0,25.0,4.0,3.0,80.0,1.0,15.0,3.0,17.0,16.0,10.0,12.0
No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-2399,2399.0,Female,Manager,Divorced,Yes,Y,3.0,-2.0,0.0,39.0,1.0,837.0,4.0,High School,1.0,4.0,54.0,3.0,2.0,3.0,9456.0,26170.0,7.0,25.0,4.0,3.0,80.0,1.0,12.0,4.0,32.0,15.0,9.0,7.0
